ID_Venta,Fecha,Producto,Categoria,Region,Vendedor,Precio_Unitario,Cantidad,Descuento_%,Total
V-036387,2024-11-02,Disco SSD 1TB,Electronica,Norte,Maria Garcia,938.73,3,0,2816.19
V-007135,2024-11-02,Laptop Gamer,Electronica,Oeste,Miguel Angel,15962.21,3,0,47886.63
V-016559,2024-11-02,Auriculares Bluetooth,Electronica,Norte,Carlos Lopez,1186.07,3,10,3202.39
V-009099,2024-11-02,Disco SSD 1TB,Electronica,Este,Diego Flores,1368.22,3,0,4104.66
V-015299,2024-11-02,Impresora,Oficina,Norte,Carlos Lopez,2884.75,2,5,5481.02
V-010890,2024-11-02,Router WiFi,Electronica,Este,Diego Flores,1518.32,4,0,6073.28
V-021003,2024-11-02,Teclado Mecanico,Perifericos,Centro,Sofia Ramirez,1236.61,7,5,8223.46
V-007750,2024-11-02,Smartphone,Electronica,Centro,Pedro Sanchez,3754.49,4,0,15017.96
V-039000,2024-11-02,Router WiFi,Electronica,Oeste,Valentina Ortiz,1525.51,2,0,3051.02
V-040807,2024-11-02,Laptop Gamer,Electronica,Sur,Ana Martinez,16911.17,1,0,16911.17
V-017636,2024-11-02,Impresora,Oficina,Este,Diego Flores,2627.01,3,10,7092.93
V-010985,2024-11-02,Smartphone,Electronica,Norte,Maria Garcia,6235.83,2,5,11848.08
V-013446,2024-11-02,Impresora,Oficina,Sur,Luis Hernandez,1619.46,3,0,4858.38
V-014487,2024-11-02,Smartphone,Electronica,Oeste,Valentina Ortiz,6467.83,4,10,23284.19
V-024550,2024-11-02,Teclado Mecanico,Perifericos,Este,Diego Flores,583.35,3,5,1662.55
V-043996,2024-11-02,Router WiFi,Electronica,Este,Diego Flores,1596.29,3,10,4309.98
V-040349,2024-11-02,Teclado Mecanico,Perifericos,Este,Laura Torres,957.05,6,10,5168.07
V-030736,2024-11-02,Webcam HD,Electronica,Sur,Ana Martinez,779.3,6,0,4675.8
V-020308,2024-11-02,Silla Ergononica,Muebles,Centro,Sofia Ramirez,6889.3,1,5,6544.84
V-032296,2024-11-02,Router WiFi,Electronica,Norte,Carlos Lopez,1696.18,3,0,5088.54
V-043157,2024-11-02,Teclado Mecanico,Perifericos,Norte,Maria Garcia,1020.18,4,0,4080.72
V-040528,2024-11-02,Router WiFi,Electronica,Norte,Carlos Lopez,1481.99,2,0,2963.98
V-006666,2024-11-02,Tablet,Electronica,Sur,Luis Hernandez,2450.4,4,5,9311.52
V-025662,2024-11-02,Lampara LED,Oficina,Norte,Carlos Lopez,414.16,5,5,1967.26
V-044174,2024-11-02,Auriculares Bluetooth,Electronica,Sur,Ana Martinez,830.76,3,5,2367.67
V-032260,2024-11-02,Mouse Gaming,Perifericos,Norte,Carlos Lopez,385.52,2,5,732.49
V-005071,2024-11-02,Mouse Gaming,Perifericos,Oeste,Miguel Angel,787.8,4,5,2993.64
V-044265,2024-11-03,Mouse Gaming,Perifericos,Sur,Ana Martinez,399.51,4,0,1598.04
V-044689,2024-11-03,Escritorio,Muebles,Norte,Carlos Lopez,2069.31,3,0,6207.93
V-022731,2024-11-03,Auriculares Bluetooth,Electronica,Norte,Maria Garcia,923.37,2,5,1754.4
V-044386,2024-11-03,Router WiFi,Electronica,Norte,Maria Garcia,1398.09,2,0,2796.18
V-006467,2024-11-03,Laptop Gamer,Electronica,Centro,Pedro Sanchez,16679.42,2,0,33358.84
V-039584,2024-11-03,Teclado Mecanico,Perifericos,Sur,Ana Martinez,1490.19,4,5,5662.72
V-010482,2024-11-03,Router WiFi,Electronica,Norte,Carlos Lopez,1748.61,1,0,1748.61
V-032213,2024-11-03,Auriculares Bluetooth,Electronica,Centro,Pedro Sanchez,593.16,7,10,3736.91
V-035801,2024-11-03,Disco SSD 1TB,Electronica,Oeste,Valentina Ortiz,1296.93,5,15,5511.95
V-007576,2024-11-03,Smartphone,Electronica,Oeste,Miguel Angel,4622.21,1,0,4622.21
V-010492,2024-11-03,Hub USB-C,Perifericos,Este,Diego Flores,330.46,3,5,941.81
V-024260,2024-11-03,Lampara LED,Oficina,Centro,Sofia Ramirez,441.89,1,0,441.89
V-000254,2024-11-03,Laptop Gamer,Electronica,Norte,Maria Garcia,15736.14,3,0,47208.42
V-026428,2024-11-03,Hub USB-C,Perifericos,Centro,Sofia Ramirez,647.27,4,10,2330.17
V-021045,2024-11-03,Impresora,Oficina,Sur,Ana Martinez,3462.89,5,0,17314.45
V-013286,2024-11-03,Mouse Gaming,Perifericos,Oeste,Valentina Ortiz,363.45,4,10,1308.42
V-030873,2024-11-03,Lampara LED,Oficina,Este,Laura Torres,367.95,4,0,1471.8
V-019581,2024-11-03,Smartphone,Electronica,Norte,Carlos Lopez,5097.47,1,0,5097.47
V-018630,2024-11-03,Auriculares Bluetooth,Electronica,Sur,Luis Hernandez,490.01,5,5,2327.55
V-019591,2024-11-03,Silla Ergononica,Muebles,Centro,Pedro Sanchez,7013.43,4,5,26651.03
V-031338,2024-11-03,Escritorio,Muebles,Centro,Sofia Ramirez,3860.23,3,0,11580.69
V-043975,2024-11-03,Lampara LED,Oficina,Este,Diego Flores,468.65,5,0,2343.25
V-019427,2024-11-03,Hub USB-C,Perifericos,Centro,Sofia Ramirez,390.01,5,10,1755.04
V-007688,2024-11-03,Silla Ergononica,Muebles,Centro,Sofia Ramirez,5251.45,2,0,10502.9
V-010698,2024-11-03,Tablet,Electronica,Oeste,Valentina Ortiz,2629.81,2,0,5259.62
V-004618,2024-11-03,Teclado Mecanico,Perifericos,Sur,Luis Hernandez,1419.1,3,5,4044.43
V-015834,2024-11-03,Escritorio,Muebles,Oeste,Miguel Angel,3506.97,1,5,3331.62
V-037807,2024-11-03,Mouse Gaming,Perifericos,Oeste,Miguel Angel,547.7,4,5,2081.26
V-039311,2024-11-03,Laptop Gamer,Electronica,Sur,Ana Martinez,14668.44,4,0,58673.76
V-037641,2024-11-03,Mouse Gaming,Perifericos,Centro,Pedro Sanchez,451.32,4,10,1624.75
V-018283,2024-11-03,Laptop Gamer,Electronica,Norte,Maria Garcia,14198.96,1,5,13489.01
V-006493,2024-11-03,Mouse Gaming,Perifericos,Oeste,Miguel Angel,389.53,6,15,1986.6
V-036244,2024-11-03,Hub USB-C,Perifericos,Sur,Luis Hernandez,684.97,4,0,2739.88
V-002989,2024-11-03,Hub USB-C,Perifericos,Sur,Luis Hernandez,540.74,6,10,2920.0
V-025360,2024-11-03,Lampara LED,Oficina,Centro,Pedro Sanchez,259.7,3,10,701.19
V-038560,2024-11-03,Smartphone,Electronica,Oeste,Miguel Angel,7142.33,3,5,20355.64
V-001189,2024-11-03,Disco SSD 1TB,Electronica,Norte,Carlos Lopez,1506.34,1,0,1506.34
V-043683,2024-11-04,Router WiFi,Electronica,Este,Laura Torres,1693.78,4,5,6436.36
V-015667,2024-11-04,Monitor 27',Electronica,Este,Laura Torres,5152.29,3,0,15456.87
V-012122,2024-11-04,Router WiFi,Electronica,Centro,Pedro Sanchez,1762.8,1,0,1762.8
V-006363,2024-11-04,Auriculares Bluetooth,Electronica,Sur,Luis Hernandez,734.12,5,10,3303.54
V-011578,2024-11-04,Laptop Gamer,Electronica,Centro,Pedro Sanchez,14325.43,2,5,27218.32
V-027564,2024-11-04,Silla Ergononica,Muebles,Norte,Carlos Lopez,6020.36,3,5,17158.03
V-026339,2024-11-04,Mouse Gaming,Perifericos,Sur,Luis Hernandez,617.75,4,5,2347.45
V-000230,2024-11-04,Laptop Gamer,Electronica,Norte,Maria Garcia,17351.36,3,0,52054.08
V-031735,2024-11-04,Lampara LED,Oficina,Oeste,Valentina Ortiz,432.07,5,10,1944.32
V-008480,2024-11-04,Smartphone,Electronica,Norte,Carlos Lopez,8369.11,2,0,16738.22
V-031779,2024-11-04,Silla Ergononica,Muebles,Este,Diego Flores,6905.59,2,5,13120.62
V-019993,2024-11-04,Lampara LED,Oficina,Sur,Ana Martinez,386.84,3,5,1102.49
V-035604,2024-11-04,Tablet,Electronica,Oeste,Valentina Ortiz,3063.13,4,5,11639.89
V-005348,2024-11-04,Monitor 27',Electronica,Norte,Maria Garcia,4606.88,2,0,9213.76
V-041299,2024-11-04,Smartphone,Electronica,Sur,Luis Hernandez,3602.95,4,10,12970.62
V-026158,2024-11-04,Monitor 27',Electronica,Norte,Carlos Lopez,4948.45,3,5,14103.08
V-043177,2024-11-04,Laptop Gamer,Electronica,Centro,Pedro Sanchez,15737.42,6,5,89703.29
V-011878,2024-11-04,Hub USB-C,Perifericos,Oeste,Valentina Ortiz,427.62,3,0,1282.86
V-012780,2024-11-04,Tablet,Electronica,Sur,Luis Hernandez,3720.86,2,0,7441.72
V-016956,2024-11-04,Lampara LED,Oficina,Centro,Sofia Ramirez,487.6,5,10,2194.2
V-006671,2024-11-04,Hub USB-C,Perifericos,Sur,Luis Hernandez,532.62,3,0,1597.86
V-030799,2024-11-04,Router WiFi,Electronica,Centro,Pedro Sanchez,1237.52,6,5,7053.86
V-026525,2024-11-04,Impresora,Oficina,Sur,Luis Hernandez,1950.59,3,0,5851.77
V-011100,2024-11-04,Disco SSD 1TB,Electronica,Norte,Maria Garcia,908.85,1,10,817.96
V-030465,2024-11-04,Impresora,Oficina,Este,Diego Flores,1779.91,4,10,6407.68
V-036218,2024-11-04,Monitor 27',Electronica,Sur,Ana Martinez,2924.41,3,5,8334.57
V-000946,2024-11-04,Router WiFi,Electronica,Norte,Maria Garcia,1605.17,2,0,3210.34
V-010644,2024-11-04,Hub USB-C,Perifericos,Este,Laura Torres,355.37,3,0,1066.11
V-028108,2024-11-04,Teclado Mecanico,Perifericos,Norte,Maria Garcia,1290.63,3,10,3484.7
V-010587,2024-11-04,Tablet,Electronica,Este,Diego Flores,3551.24,3,0,10653.72
V-002541,2024-11-04,Webcam HD,Electronica,Este,Laura Torres,1261.76,2,5,2397.34
V-007193,2024-11-04,Tablet,Electronica,Este,Laura Torres,5105.42,5,5,24250.74
V-016107,2024-11-04,Laptop Gamer,Electronica,Este,Laura Torres,15803.31,3,5,45039.43
V-003465,2024-11-04,Monitor 27',Electronica,Oeste,Miguel Angel,4364.7,4,5,16585.86
V-015207,2024-11-04,Smartphone,Electronica,Oeste,Valentina Ortiz,5946.6,5,15,25273.05
V-002459,2024-11-04,Laptop Gamer,Electronica,Este,Laura Torres,15194.52,4,0,60778.08
V-004348,2024-11-04,Disco SSD 1TB,Electronica,Centro,Pedro Sanchez,1394.57,1,0,1394.57
V-028776,2024-11-04,Impresora,Oficina,Este,Laura Torres,3185.28,3,10,8600.26
V-015224,2024-11-04,Lampara LED,Oficina,Oeste,Valentina Ortiz,349.73,6,10,1888.54
V-005945,2024-11-04,Auriculares Bluetooth,Electronica,Oeste,Miguel Angel,965.95,3,5,2752.96
V-039981,2024-11-04,Monitor 27',Electronica,Norte,Maria Garcia,4065.62,4,0,16262.48
V-032655,2024-11-05,Smartphone,Electronica,Oeste,Valentina Ortiz,6817.24,3,0,20451.72
V-028832,2024-11-05,Tablet,Electronica,Sur,Ana Martinez,5717.71,2,5,10863.65
V-011376,2024-11-05,Teclado Mecanico,Perifericos,Norte,Maria Garcia,1003.8,1,10,903.42
V-003190,2024-11-05,Lampara LED,Oficina,Sur,Luis Hernandez,327.68,1,0,327.68
V-016707,2024-11-05,Disco SSD 1TB,Electronica,Centro,Pedro Sanchez,1730.87,3,5,4932.98
V-004416,2024-11-05,Auriculares Bluetooth,Electronica,Centro,Pedro Sanchez,796.85,2,5,1514.02
V-024112,2024-11-05,Smartphone,Electronica,Este,Diego Flores,6941.43,3,0,20824.29
V-039815,2024-11-05,Tablet,Electronica,Centro,Pedro Sanchez,5828.87,3,0,17486.61
V-009001,2024-11-05,Router WiFi,Electronica,Este,Diego Flores,1760.92,4,0,7043.68
V-024848,2024-11-05,Escritorio,Muebles,Este,Laura Torres,3625.62,2,10,6526.12
V-014537,2024-11-05,Monitor 27',Electronica,Norte,Maria Garcia,3557.9,2,5,6760.01
V-044504,2024-11-05,Hub USB-C,Perifericos,Centro,Pedro Sanchez,495.53,5,15,2106.0
V-026575,2024-11-05,Disco SSD 1TB,Electronica,Centro,Pedro Sanchez,1192.3,6,10,6438.42
V-037438,2024-11-05,Monitor 27',Electronica,Norte,Carlos Lopez,3909.37,3,5,11141.7
V-004628,2024-11-05,Smartphone,Electronica,Centro,Pedro Sanchez,7783.05,2,5,14787.8
V-026712,2024-11-05,Router WiFi,Electronica,Este,Laura Torres,1457.45,3,10,3935.12
V-034532,2024-11-05,Impresora,Oficina,Norte,Maria Garcia,1694.58,3,5,4829.55
V-037537,2024-11-05,Monitor 27',Electronica,Centro,Pedro Sanchez,4529.29,9,10,36687.25
V-028852,2024-11-05,Monitor 27',Electronica,Norte,Carlos Lopez,4474.37,1,0,4474.37
V-024350,2024-11-05,Webcam HD,Electronica,Oeste,Miguel Angel,900.53,6,10,4862.86
V-041415,2024-11-05,Lampara LED,Oficina,Este,Diego Flores,334.16,5,10,1503.72
V-002922,2024-11-05,Disco SSD 1TB,Electronica,Oeste,Miguel Angel,941.47,3,0,2824.41
V-020709,2024-11-05,Smartphone,Electronica,Oeste,Valentina Ortiz,5068.19,2,0,10136.38
V-019718,2024-11-05,Monitor 27',Electronica,Centro,Pedro Sanchez,4773.22,5,5,22672.8
V-020535,2024-11-05,Impresora,Oficina,Este,Diego Flores,1956.43,6,5,11151.65
V-012560,2024-11-05,Mouse Gaming,Perifericos,Norte,Maria Garcia,270.16,3,5,769.96
V-034110,2024-11-05,Disco SSD 1TB,Electronica,Centro,Sofia Ramirez,1278.37,4,10,4602.13
V-030014,2024-11-05,Tablet,Electronica,Norte,Carlos Lopez,4266.75,3,0,12800.25
V-013323,2024-11-05,Monitor 27',Electronica,Este,Laura Torres,5319.11,1,10,4787.2
V-013653,2024-11-05,Tablet,Electronica,Centro,Sofia Ramirez,5025.77,1,0,5025.77
V-044872,2024-11-05,Disco SSD 1TB,Electronica,Centro,Pedro Sanchez,1024.96,2,0,2049.92
V-001025,2024-11-05,Laptop Gamer,Electronica,Oeste,Valentina Ortiz,16366.58,1,5,15548.25
V-033624,2024-11-05,Disco SSD 1TB,Electronica,Oeste,Miguel Angel,1657.34,3,0,4972.02
V-038009,2024-11-05,Mouse Gaming,Perifericos,Oeste,Valentina Ortiz,394.96,3,5,1125.64
V-033203,2024-11-05,Router WiFi,Electronica,Norte,Carlos Lopez,1742.87,3,0,5228.61
V-028686,2024-11-05,Webcam HD,Electronica,Oeste,Valentina Ortiz,1564.66,3,5,4459.28
V-023823,2024-11-06,Teclado Mecanico,Perifericos,Norte,Maria Garcia,720.61,2,5,1369.16
V-011912,2024-11-06,Impresora,Oficina,Norte,Maria Garcia,1657.39,7,10,10441.56
V-030644,2024-11-06,Disco SSD 1TB,Electronica,Este,Diego Flores,942.22,2,10,1696.0
V-007492,2024-11-06,Impresora,Oficina,Oeste,Miguel Angel,1755.62,1,0,1755.62
V-005844,2024-11-06,Mouse Gaming,Perifericos,Este,Diego Flores,625.41,1,0,625.41
V-006562,2024-11-06,Monitor 27',Electronica,Este,Laura Torres,5390.93,8,5,40971.07
V-040970,2024-11-06,Impresora,Oficina,Este,Diego Flores,1577.39,8,15,10726.25
V-000812,2024-11-06,Escritorio,Muebles,Centro,Sofia Ramirez,3687.08,2,5,7005.45
V-018950,2024-11-06,Laptop Gamer,Electronica,Sur,Ana Martinez,17087.57,4,0,68350.28
V-033332,2024-11-06,Laptop Gamer,Electronica,Centro,Sofia Ramirez,14158.7,3,10,38228.49
V-000845,2024-11-06,Escritorio,Muebles,Norte,Carlos Lopez,2983.42,2,5,5668.5
V-020192,2024-11-06,Disco SSD 1TB,Electronica,Norte,Carlos Lopez,1662.12,4,0,6648.48
V-002248,2024-11-06,Escritorio,Muebles,Oeste,Valentina Ortiz,1909.66,3,0,5728.98
V-008524,2024-11-06,Impresora,Oficina,Este,Diego Flores,2383.76,4,5,9058.29
V-014232,2024-11-06,Escritorio,Muebles,Sur,Ana Martinez,3860.31,2,0,7720.62
V-015880,2024-11-06,Lampara LED,Oficina,Sur,Luis Hernandez,383.14,5,15,1628.34
V-006288,2024-11-06,Laptop Gamer,Electronica,Este,Diego Flores,17895.98,5,5,85005.9
V-041607,2024-11-06,Router WiFi,Electronica,Oeste,Miguel Angel,1435.15,3,0,4305.45
V-012891,2024-11-06,Hub USB-C,Perifericos,Centro,Pedro Sanchez,613.94,3,0,1841.82
V-021480,2024-11-06,Disco SSD 1TB,Electronica,Sur,Luis Hernandez,1754.84,4,10,6317.42
V-019238,2024-11-06,Auriculares Bluetooth,Electronica,Oeste,Miguel Angel,935.94,4,0,3743.76
V-039726,2024-11-06,Silla Ergononica,Muebles,Este,Laura Torres,4337.64,1,0,4337.64
V-000002,2024-11-06,Hub USB-C,Perifericos,Norte,Carlos Lopez,602.47,5,5,2861.73
V-004227,2024-11-06,Auriculares Bluetooth,Electronica,Este,Laura Torres,588.77,5,0,2943.85
V-031383,2024-11-06,Lampara LED,Oficina,Oeste,Miguel Angel,345.16,7,0,2416.12
V-006102,2024-11-06,Monitor 27',Electronica,Centro,Sofia Ramirez,3321.98,5,10,14948.91
V-015513,2024-11-06,Disco SSD 1TB,Electronica,Centro,Sofia Ramirez,1318.5,4,5,5010.3
V-013320,2024-11-06,Hub USB-C,Perifericos,Norte,Maria Garcia,496.1,6,10,2678.94
V-023485,2024-11-06,Escritorio,Muebles,Este,Laura Torres,3336.6,2,5,6339.54
V-033421,2024-11-06,Teclado Mecanico,Perifericos,Norte,Maria Garcia,714.23,5,10,3214.04
V-022846,2024-11-06,Webcam HD,Electronica,Oeste,Valentina Ortiz,1037.42,2,5,1971.1
V-001416,2024-11-06,Webcam HD,Electronica,Oeste,Miguel Angel,1220.16,2,5,2318.3
V-038362,2024-11-06,Auriculares Bluetooth,Electronica,Centro,Sofia Ramirez,954.58,3,0,2863.74
V-000614,2024-11-06,Silla Ergononica,Muebles,Oeste,Miguel Angel,6997.9,1,0,6997.9
V-027902,2024-11-06,Mouse Gaming,Perifericos,Este,Laura Torres,265.48,4,5,1008.82
V-013419,2024-11-06,Silla Ergononica,Muebles,Norte,Maria Garcia,6209.85,5,5,29496.79
V-036277,2024-11-06,Mouse Gaming,Perifericos,Sur,Luis Hernandez,670.12,7,15,3987.21
V-033870,2024-11-06,Hub USB-C,Perifericos,Centro,Sofia Ramirez,308.91,3,0,926.73
V-042303,2024-11-06,Disco SSD 1TB,Electronica,Norte,Maria Garcia,932.46,2,5,1771.67
V-008238,2024-11-06,Mouse Gaming,Perifericos,Este,Laura Torres,367.46,3,5,1047.26
V-020848,2024-11-06,Silla Ergononica,Muebles,Sur,Luis Hernandez,5574.97,1,0,5574.97
V-031718,2024-11-06,Teclado Mecanico,Perifericos,Norte,Maria Garcia,1086.09,3,5,3095.36
V-011572,2024-11-06,Escritorio,Muebles,Este,Diego Flores,3119.84,1,0,3119.84
V-034289,2024-11-07,Teclado Mecanico,Perifericos,Oeste,Miguel Angel,1439.13,7,0,10073.91
V-023136,2024-11-07,Mouse Gaming,Perifericos,Sur,Luis Hernandez,648.49,2,0,1296.98
V-034341,2024-11-07,Mouse Gaming,Perifericos,Sur,Luis Hernandez,582.44,6,10,3145.18
V-032618,2024-11-07,Hub USB-C,Perifericos,Este,Diego Flores,617.0,3,10,1665.9
V-034186,2024-11-07,Monitor 27',Electronica,Centro,Pedro Sanchez,2898.3,3,5,8260.16
V-002360,2024-11-07,Mouse Gaming,Perifericos,Norte,Maria Garcia,280.65,4,10,1010.34
V-016723,2024-11-07,Impresora,Oficina,Norte,Carlos Lopez,2664.64,2,5,5062.82
V-019246,2024-11-07,Webcam HD,Electronica,Sur,Luis Hernandez,737.76,3,5,2102.62
V-030910,2024-11-07,Silla Ergononica,Muebles,Norte,Carlos Lopez,5057.19,1,0,5057.19
V-027392,2024-11-07,Smartphone,Electronica,Sur,Ana Martinez,3560.38,4,0,14241.52
V-029031,2024-11-07,Disco SSD 1TB,Electronica,Sur,Luis Hernandez,1069.17,3,5,3047.13
V-016945,2024-11-07,Disco SSD 1TB,Electronica,Oeste,Valentina Ortiz,1229.17,3,5,3503.13
V-043876,2024-11-07,Smartphone,Electronica,Sur,Luis Hernandez,7183.78,4,0,28735.12
V-027167,2024-11-07,Disco SSD 1TB,Electronica,Sur,Luis Hernandez,1740.32,5,15,7396.36
V-001881,2024-11-07,Silla Ergononica,Muebles,Oeste,Valentina Ortiz,4179.28,3,0,12537.84
V-034949,2024-11-07,Disco SSD 1TB,Electronica,Norte,Carlos Lopez,1657.09,5,5,7871.18
V-022675,2024-11-07,Disco SSD 1TB,Electronica,Centro,Pedro Sanchez,1797.34,3,0,5392.02
V-029422,2024-11-07,Mouse Gaming,Perifericos,Norte,Carlos Lopez,624.03,4,0,2496.12
V-002173,2024-11-07,Webcam HD,Electronica,Norte,Maria Garcia,1258.55,4,5,4782.49
V-033572,2024-11-07,Smartphone,Electronica,Sur,Ana Martinez,3726.49,4,0,14905.96
V-007276,2024-11-07,Auriculares Bluetooth,Electronica,Sur,Ana Martinez,976.44,4,5,3710.47
V-006285,2024-11-07,Disco SSD 1TB,Electronica,Oeste,Valentina Ortiz,1214.4,1,0,1214.4
V-008158,2024-11-07,Smartphone,Electronica,Centro,Sofia Ramirez,5865.35,6,15,29913.29
V-026002,2024-11-07,Tablet,Electronica,Oeste,Valentina Ortiz,5145.21,2,10,9261.38
V-012185,2024-11-07,Webcam HD,Electronica,Norte,Maria Garcia,1408.5,3,0,4225.5
V-009917,2024-11-07,Laptop Gamer,Electronica,Sur,Luis Hernandez,17203.66,3,0,51610.98
V-003599,2024-11-07,Webcam HD,Electronica,Centro,Sofia Ramirez,763.65,2,5,1450.94
V-022126,2024-11-07,Disco SSD 1TB,Electronica,Este,Laura Torres,1124.53,3,5,3204.91
V-016693,2024-11-07,Monitor 27',Electronica,Norte,Carlos Lopez,2923.78,2,0,5847.56
V-026086,2024-11-07,Teclado Mecanico,Perifericos,Norte,Maria Garcia,1256.15,6,5,7160.06
V-015010,2024-11-07,Router WiFi,Electronica,Oeste,Valentina Ortiz,1998.96,2,0,3997.92
V-030093,2024-11-07,Teclado Mecanico,Perifericos,Sur,Luis Hernandez,1047.77,6,15,5343.63
V-040669,2024-11-07,Smartphone,Electronica,Oeste,Miguel Angel,4442.08,3,0,13326.24
V-024143,2024-11-07,Mouse Gaming,Perifericos,Oeste,Miguel Angel,628.58,3,5,1791.45
V-016658,2024-11-08,Silla Ergononica,Muebles,Oeste,Miguel Angel,6728.77,2,10,12111.79
V-027681,2024-11-08,Smartphone,Electronica,Oeste,Valentina Ortiz,5624.47,3,10,15186.07
V-040436,2024-11-08,Disco SSD 1TB,Electronica,Este,Laura Torres,923.82,7,10,5820.07
V-007547,2024-11-08,Monitor 27',Electronica,Oeste,Miguel Angel,3221.66,3,10,8698.48
V-032338,2024-11-08,Smartphone,Electronica,Centro,Sofia Ramirez,5949.28,2,0,11898.56
V-012948,2024-11-08,Smartphone,Electronica,Norte,Maria Garcia,6850.6,2,0,13701.2
V-017930,2024-11-08,Smartphone,Electronica,Sur,Ana Martinez,4338.91,4,5,16487.86
V-033017,2024-11-08,Webcam HD,Electronica,Norte,Maria Garcia,863.95,1,5,820.75
V-034396,2024-11-08,Laptop Gamer,Electronica,Oeste,Miguel Angel,15884.09,6,10,85774.09
V-008516,2024-11-08,Webcam HD,Electronica,Este,Diego Flores,911.7,2,10,1641.06
V-036860,2024-11-08,Disco SSD 1TB,Electronica,Sur,Ana Martinez,1583.09,2,5,3007.87
V-021084,2024-11-08,Router WiFi,Electronica,Este,Laura Torres,1857.57,4,0,7430.28
V-043760,2024-11-08,Impresora,Oficina,Centro,Pedro Sanchez,1807.23,1,0,1807.23
V-026206,2024-11-08,Silla Ergononica,Muebles,Norte,Carlos Lopez,4918.7,1,10,4426.83
V-010106,2024-11-08,Mouse Gaming,Perifericos,Oeste,Miguel Angel,282.23,4,0,1128.92
V-037256,2024-11-08,Teclado Mecanico,Perifericos,Este,Diego Flores,1297.7,6,5,7396.89
V-014924,2024-11-08,Disco SSD 1TB,Electronica,Oeste,Miguel Angel,1273.04,3,10,3437.21
V-031906,2024-11-08,Mouse Gaming,Perifericos,Oeste,Miguel Angel,621.95,4,0,2487.8
V-021619,2024-11-08,Auriculares Bluetooth,Electronica,Sur,Luis Hernandez,1000.19,3,5,2850.54
V-033931,2024-11-08,Router WiFi,Electronica,Sur,Ana Martinez,850.74,3,0,2552.22
V-043241,2024-11-08,Smartphone,Electronica,Este,Laura Torres,4461.33,3,0,13383.99
V-017508,2024-11-08,Impresora,Oficina,Sur,Ana Martinez,3213.89,3,5,9159.59
V-000133,2024-11-08,Teclado Mecanico,Perifericos,Sur,Ana Martinez,767.59,2,0,1535.18
V-036226,2024-11-08,Auriculares Bluetooth,Electronica,Sur,Ana Martinez,904.18,1,0,904.18
V-027590,2024-11-08,Mouse Gaming,Perifericos,Centro,Sofia Ramirez,595.09,3,0,1785.27
V-002554,2024-11-08,Mouse Gaming,Perifericos,Centro,Sofia Ramirez,563.45,1,5,535.28
V-037838,2024-11-08,Silla Ergononica,Muebles,Norte,Carlos Lopez,6780.55,5,10,30512.48
V-033264,2024-11-08,Lampara LED,Oficina,Oeste,Miguel Angel,240.81,1,0,240.81
V-026595,2024-11-08,Teclado Mecanico,Perifericos,Norte,Maria Garcia,646.98,4,0,2587.92
V-011790,2024-11-08,Laptop Gamer,Electronica,Sur,Ana Martinez,15369.66,4,0,61478.64
V-005405,2024-11-09,Disco SSD 1TB,Electronica,Centro,Sofia Ramirez,963.85,5,5,4578.29
V-028070,2024-11-09,Tablet,Electronica,Este,Diego Flores,3255.93,2,0,6511.86
V-005579,2024-11-09,Smartphone,Electronica,Norte,Maria Garcia,4561.83,2,0,9123.66
V-027522,2024-11-09,Disco SSD 1TB,Electronica,Este,Diego Flores,1422.54,2,0,2845.08
V-001584,2024-11-09,Auriculares Bluetooth,Electronica,Este,Laura Torres,1098.02,2,5,2086.24
V-028944,2024-11-09,Tablet,Electronica,Oeste,Miguel Angel,4055.27,4,5,15410.03
V-027194,2024-11-09,Webcam HD,Electronica,Este,Laura Torres,893.97,3,5,2547.81
V-022973,2024-11-09,Router WiFi,Electronica,Norte,Carlos Lopez,1065.47,3,0,3196.41
V-034053,2024-11-09,Router WiFi,Electronica,Sur,Luis Hernandez,1824.15,2,0,3648.3
V-018456,2024-11-09,Webcam HD,Electronica,Centro,Pedro Sanchez,1393.25,4,0,5573.0
V-003891,2024-11-09,Router WiFi,Electronica,Sur,Ana Martinez,1218.64,2,5,2315.42
V-041582,2024-11-09,Disco SSD 1TB,Electronica,Norte,Carlos Lopez,1118.3,3,0,3354.9
V-024831,2024-11-09,Router WiFi,Electronica,Norte,Maria Garcia,1457.66,3,0,4372.98
V-040235,2024-11-09,Monitor 27',Electronica,Este,Diego Flores,5025.87,5,10,22616.42
V-043281,2024-11-09,Laptop Gamer,Electronica,Sur,Ana Martinez,17959.94,1,0,17959.94
V-023658,2024-11-09,Monitor 27',Electronica,Centro,Pedro Sanchez,3003.57,6,10,16219.28
V-011123,2024-11-09,Monitor 27',Electronica,Este,Diego Flores,3991.19,3,0,11973.57
V-018464,2024-11-09,Monitor 27',Electronica,Centro,Sofia Ramirez,4043.08,6,10,21832.63
V-026625,2024-11-09,Impresora,Oficina,Norte,Carlos Lopez,2918.74,1,5,2772.8
V-005961,2024-11-09,Laptop Gamer,Electronica,Sur,Ana Martinez,17982.23,5,10,80920.04
V-038347,2024-11-09,Lampara LED,Oficina,Oeste,Miguel Angel,312.7,5,15,1328.98
V-011284,2024-11-09,Disco SSD 1TB,Electronica,Oeste,Miguel Angel,1273.23,2,5,2419.14
V-042465,2024-11-09,Mouse Gaming,Perifericos,Oeste,Valentina Ortiz,543.7,4,10,1957.32
